Institution_ID,Undergraduate_Enrollment_FTE,Graduate_Enrollment_FTE,Reported_Undergraduate_Enrollment_FTE,Reported_Graduate_Enrollment_FTE,Doctors_Professional_Practice_FTE,Activity_Type,Year
480833,562.0,,562.0,,,3,2021
480842,16.0,,16.0,,,1,2021
480851,148.0,,148.0,,,2,2021
480879,50.0,,50.0,,,1,2021
480888,410.0,,410.0,,,1,2021
480903,870.0,,870.0,,,2,2021
480912,7.0,,7.0,,,1,2021
480921,80.0,,80.0,,,1,2021
480930,132.0,,132.0,,,1,2021
480967,191.0,,191.0,,,2,2021
480976,51.0,,51.0,,,1,2021
480985,205.0,5.0,205.0,5.0,,2,2021
480994,80.0,,80.0,,,1,2021
481003,157.0,,157.0,,,1,2021
481021,40.0,,34.0,,,1,2021
481030,,17.0,,17.0,,-2,2021
481049,38.0,,38.0,,,1,2021
481058,63.0,119.0,63.0,119.0,,2,2021
481085,282.0,,282.0,,,1,2021
481094,,144.0,,144.0,,-2,2021
481100,76.0,,76.0,,,1,2021
481128,81.0,,81.0,,,1,2021
481137,82.0,,82.0,,,1,2021
481146,196.0,,196.0,,,2,2021
481155,278.0,,278.0,,,2,2021
481182,35.0,,35.0,,,1,2021
481191,152.0,,152.0,,,1,2021
481207,252.0,,252.0,,,1,2021
481225,23.0,,23.0,,,2,2021
481243,141.0,,141.0,,,1,2021
481252,109.0,,109.0,,,2,2021
481289,137.0,,137.0,,,1,2021
481298,49.0,,49.0,,,1,2021
481313,67.0,,67.0,,,1,2021
481322,38.0,,38.0,,,1,2021
481331,75.0,,75.0,,,1,2021
481340,54.0,,54.0,,,1,2021
481368,42.0,,42.0,,,1,2021
481386,261.0,,261.0,,,1,2021
481401,102.0,237.0,102.0,237.0,,2,2021
481410,95.0,,95.0,,,2,2021
481429,129.0,,129.0,,,1,2021
481438,80.0,,80.0,,,2,2021
481447,11.0,,11.0,,,1,2021
481456,15.0,,15.0,,,1,2021
481465,211.0,,211.0,,,1,2021
481474,111.0,,111.0,,,1,2021
481483,186.0,,186.0,,,1,2021
481508,31.0,,31.0,,,1,2021
481517,91.0,,91.0,,,1,2021
481526,141.0,,141.0,,,1,2021
481535,,26.0,,26.0,,-2,2021
481571,6.0,,6.0,,,1,2021
481678,83.0,,83.0,,,1,2021
481720,23.0,3.0,23.0,3.0,,2,2021
481739,76.0,,76.0,,,1,2021
481748,140.0,,140.0,,,1,2021
481775,257.0,,257.0,,,2,2021
481845,66.0,,66.0,,,1,2021
481863,154.0,,154.0,,,2,2021
481890,236.0,,236.0,,,2,2021
481906,203.0,,203.0,,,2,2021
481960,334.0,,334.0,,,2,2021
482015,1235.0,,1235.0,,,1,2021
482060,349.0,,349.0,,,3,2021
482097,835.0,,835.0,,,1,2021
482149,5106.0,2229.0,5106.0,2229.0,1327.0,2,2021
482158,6446.0,302.0,6446.0,302.0,,2,2021
482167,181.0,,181.0,,,1,2021
482176,249.0,,249.0,,,1,2021
482185,139.0,,139.0,,,1,2021
482194,100.0,,100.0,,,1,2021
482200,76.0,,76.0,,,1,2021
482228,112.0,24.0,112.0,24.0,,2,2021
482246,28.0,,28.0,,,1,2021
482255,458.0,,458.0,,,2,2021
482291,1714.0,,1714.0,,,2,2021
482413,1032.0,261.0,1032.0,261.0,,2,2021
482422,171.0,21.0,171.0,21.0,,2,2021
482431,1766.0,215.0,1766.0,215.0,,2,2021
482440,108.0,1.0,108.0,1.0,,2,2021
482459,536.0,59.0,536.0,59.0,,2,2021
482468,964.0,81.0,964.0,81.0,,2,2021
482477,16941.0,2598.0,16941.0,2598.0,,2,2021
482486,25.0,2.0,25.0,2.0,,2,2021
482538,43.0,3.0,43.0,3.0,,2,2021
482547,44.0,5.0,44.0,5.0,,2,2021
482556,173.0,16.0,173.0,16.0,,2,2021
482565,21.0,6.0,21.0,6.0,,2,2021
482574,398.0,26.0,398.0,26.0,,2,2021
482608,97.0,70.0,97.0,70.0,,2,2021
482617,25.0,4.0,25.0,4.0,,2,2021
482635,248.0,58.0,248.0,58.0,,2,2021
482653,128.0,58.0,128.0,58.0,,2,2021
482680,15378.0,503.0,15378.0,503.0,91.0,2,2021
482699,1614.0,,1614.0,,,2,2021
482705,2926.0,6661.0,2601.0,5126.0,30.0,2,2021
482936,1133.0,47.0,1133.0,47.0,,2,2021
482963,297.0,,297.0,,,2,2021
482981,231.0,,237.0,,,1,2021
482990,504.0,,504.0,,,2,2021
483009,363.0,,361.0,,,2,2021
483018,103.0,,103.0,,,2,2021
483036,1338.0,342.0,1338.0,342.0,,2,2021
483045,4964.0,,4964.0,,,2,2021
483054,92.0,,92.0,,,1,2021
483106,152.0,,152.0,,,1,2021
483124,33230.0,10477.0,33230.0,10477.0,,2,2021
483212,2689.0,,2689.0,,,2,2021
483221,92.0,,93.0,,,3,2021
483230,130.0,,130.0,,,1,2021
483258,46.0,,46.0,,,1,2021
483276,54.0,,54.0,,,1,2021
483328,156.0,,156.0,,,1,2021
483337,214.0,,214.0,,,1,2021
483346,33.0,,33.0,,,1,2021
483355,323.0,,323.0,,,1,2021
483364,218.0,,218.0,,,2,2021
483373,57.0,,57.0,,,3,2021
483382,256.0,,256.0,,,1,2021
483425,55.0,,55.0,,,1,2021
483443,408.0,,408.0,,,1,2021
483470,38.0,,38.0,,,1,2021
483504,365.0,,365.0,,,3,2021
483513,134.0,,134.0,,,1,2021
483559,100.0,,100.0,,,1,2021
483577,15.0,,15.0,,,1,2021
483595,1269.0,915.0,1269.0,915.0,,2,2021
483647,139.0,,139.0,,,3,2021
483708,262.0,,262.0,,,1,2021
483726,25.0,,25.0,,,1,2021
483735,24.0,,24.0,,,1,2021
483744,72.0,,72.0,,,1,2021
483753,33.0,,33.0,,,1,2021
483780,65.0,226.0,65.0,226.0,,2,2021
483799,24.0,,24.0,,,1,2021
483814,517.0,,517.0,,,3,2021
483823,730.0,,730.0,,,1,2021
483841,122.0,,122.0,,,1,2021
483850,23.0,,23.0,,,1,2021
483869,57.0,,57.0,,,2,2021
483878,194.0,,194.0,,,1,2021
483887,29.0,,29.0,,,1,2021
483896,152.0,,152.0,,,1,2021
483911,9.0,,9.0,,,1,2021
483920,273.0,,273.0,,,1,2021
483948,42.0,,42.0,,,1,2021
483957,52.0,,52.0,,,1,2021
483975,,,,,717.0,-2,2021
484002,1549.0,,1549.0,,,3,2021
484011,125.0,,125.0,,,1,2021
484020,30.0,,30.0,,,1,2021
484039,133.0,,133.0,,,1,2021
484048,47.0,,47.0,,,1,2021
484057,118.0,,118.0,,,1,2021
484066,1174.0,,1174.0,,,2,2021
484075,31.0,,31.0,,,1,2021
484084,56.0,,56.0,,,1,2021
484093,140.0,,140.0,,,1,2021
484109,135.0,,135.0,,,1,2021
484127,101.0,,101.0,,,1,2021
484136,32.0,,32.0,,,1,2021
484163,131.0,,131.0,,,1,2021
484172,35.0,,35.0,,,1,2021
484190,56.0,,56.0,,,1,2021
484206,158.0,,158.0,,,1,2021
484233,117.0,,117.0,,,1,2021
484330,71.0,,71.0,,,2,2021
484349,161.0,,161.0,,,2,2021
484358,163.0,,163.0,,,2,2021
484367,291.0,,291.0,,,1,2021
484376,433.0,,433.0,,,1,2021
484394,177.0,,177.0,,,1,2021
484473,3481.0,,3481.0,,,2,2021
484604,488.0,,585.0,,,1,2021
484613,50568.0,15542.0,50568.0,15542.0,,2,2021
484631,1538.0,511.0,1538.0,511.0,,2,2021
484710,90.0,14.0,90.0,14.0,,2,2021
484756,134.0,30.0,134.0,30.0,,2,2021
484826,72.0,,72.0,,,1,2021
484835,155.0,,155.0,,,2,2021
484844,561.0,21.0,617.0,25.0,,2,2021
484862,2.0,13.0,2.0,13.0,136.0,2,2021
484871,116.0,,116.0,,,2,2021
484899,196.0,,196.0,,,1,2021
484905,2810.0,347.0,2810.0,347.0,439.0,2,2021
484923,48.0,,48.0,,,1,2021
484932,1178.0,,1178.0,,,2,2021
484950,144.0,,144.0,,,1,2021
484996,140.0,,140.0,,,1,2021
485014,74.0,,74.0,,,1,2021
485032,200.0,,200.0,,,1,2021
485111,6791.0,,6791.0,,,2,2021
485139,156.0,,156.0,,,2,2021
485166,75.0,,75.0,,,1,2021
485236,148.0,,148.0,,,1,2021
485272,1190.0,,1190.0,,,2,2021
485306,26.0,,31.0,,,1,2021
485342,194.0,,200.0,,,1,2021
485360,35.0,,35.0,,,2,2021
485379,278.0,,278.0,,,1,2021
485388,384.0,,384.0,,,1,2021
485397,123.0,,123.0,,,1,2021
485403,,66.0,,66.0,,-2,2021
485412,68.0,,68.0,,,1,2021
485458,2148.0,,2148.0,,,2,2021
485476,83.0,,83.0,,,1,2021
485485,180.0,,211.0,,,1,2021
485494,163.0,,135.0,,,1,2021
485500,78.0,,78.0,,,1,2021
485519,347.0,,347.0,,,2,2021
485546,95.0,276.0,95.0,276.0,,2,2021
485564,204.0,,204.0,,,3,2021
485573,175.0,,175.0,,,1,2021
485591,36.0,,30.0,,,1,2021
485607,50.0,,50.0,,,1,2021
485698,99.0,,99.0,,,2,2021
485704,13.0,,13.0,,,1,2021
485768,187.0,582.0,187.0,582.0,,2,2021
485801,118.0,,118.0,,,1,2021
485810,13.0,,13.0,,,1,2021
485856,29.0,,29.0,,,2,2021
485874,169.0,,169.0,,,1,2021
485926,163.0,,163.0,,,1,2021
485953,41.0,,41.0,,,2,2021
485962,35.0,,35.0,,,1,2021
485999,269.0,,269.0,,,2,2021
486017,36.0,,36.0,,,2,2021
486026,144.0,,144.0,,,2,2021
486053,130.0,86.0,130.0,86.0,,2,2021
486080,,9.0,,9.0,,-2,2021
486105,8.0,,8.0,,,1,2021
486123,37.0,,37.0,,,2,2021
486141,19.0,,19.0,,,2,2021
486150,78.0,,78.0,,,1,2021
486169,39.0,,39.0,,,1,2021
486196,190.0,,190.0,,,2,2021
486202,26.0,,26.0,,,1,2021
486239,160.0,171.0,179.0,152.0,,2,2021
486248,136.0,,136.0,,,1,2021
486257,231.0,,231.0,,,2,2021
486284,322.0,32.0,322.0,32.0,,2,2021
486309,8.0,,8.0,,,1,2021
486345,110.0,,110.0,,,1,2021
486354,70.0,,79.0,,,2,2021
486372,80.0,,80.0,,,2,2021
486381,115.0,,115.0,,,1,2021
486390,70.0,,70.0,,,1,2021
486406,13.0,,13.0,,,1,2021
486415,321.0,,321.0,,,1,2021
486424,147.0,,147.0,,,3,2021
486433,,132.0,,132.0,,-2,2021
486442,47.0,,47.0,,,1,2021
486460,,19.0,,19.0,,-2,2021
486488,27.0,,27.0,,,2,2021
486497,55.0,,55.0,,,1,2021
486503,50.0,,50.0,,,1,2021
486512,303.0,,303.0,,,1,2021
486530,141.0,,141.0,,,1,2021
486558,438.0,,438.0,,,2,2021
486567,245.0,,245.0,,,1,2021
486576,103.0,,103.0,,,2,2021
486594,24.0,,24.0,,,2,2021
486619,74.0,,74.0,,,1,2021
486691,114.0,,114.0,,,1,2021
486707,197.0,,197.0,,,2,2021
486716,184.0,,184.0,,,2,2021
486752,227.0,,227.0,,,2,2021
486770,143.0,,143.0,,,1,2021
486798,1455.0,,1455.0,,,2,2021
486813,625.0,,625.0,,,3,2021
486822,950.0,,950.0,,,3,2021
486840,33031.0,2783.0,33031.0,2783.0,,2,2021
486859,53.0,,53.0,,,1,2021
486868,29.0,,29.0,,,1,2021
486877,10.0,,10.0,,,1,2021
486886,20.0,,20.0,,,1,2021
486901,823.0,437.0,823.0,437.0,,2,2021
486938,572.0,,477.0,,,2,2021
486947,536.0,,447.0,,,2,2021
486956,1108.0,,923.0,,,2,2021
486965,271.0,0.0,271.0,0.0,,2,2021
486983,45.0,,45.0,,,1,2021
487010,334.0,1396.0,263.0,1164.0,1801.0,2,2021
487047,207.0,,207.0,,,1,2021
487065,77.0,,77.0,,,1,2021
487083,56.0,,56.0,,,1,2021
487092,1015.0,,1015.0,,,2,2021
487153,,,,,45.0,-2,2021
487162,2842.0,,2842.0,,,2,2021
487232,116.0,,116.0,,,1,2021
487302,870.0,,870.0,,,2,2021
487311,445.0,,445.0,,,3,2021
487320,7518.0,,7518.0,,,2,2021
487348,143.0,,143.0,,,1,2021
487375,666.0,,666.0,,,2,2021
487384,886.0,,886.0,,,2,2021
487393,1138.0,,1138.0,,,2,2021
487409,997.0,,997.0,,,2,2021
487418,1308.0,,1308.0,,,2,2021
487427,920.0,,920.0,,,2,2021
487436,884.0,,884.0,,,2,2021
487445,862.0,,862.0,,,2,2021
487454,918.0,,918.0,,,2,2021
487472,1281.0,,1281.0,,,2,2021
487481,1760.0,,1760.0,,,2,2021
487490,1617.0,,1617.0,,,2,2021
487506,85.0,,85.0,,,1,2021
487524,2394.0,462.0,2394.0,462.0,266.0,2,2021
487533,120.0,,120.0,,,1,2021
487588,237.0,,237.0,,,3,2021
487597,1354.0,,1354.0,,,2,2021
487603,534.0,130.0,534.0,130.0,,2,2021
487621,30.0,,30.0,,,1,2021
487649,,138.0,,296.0,,-2,2021
487658,120.0,,120.0,,,3,2021
487676,190.0,,190.0,,,1,2021
487746,34.0,,34.0,,,2,2021
487773,42.0,,42.0,,,1,2021
487791,628.0,,628.0,,,1,2021
487807,91.0,,55.0,,,1,2021
487816,19.0,,19.0,,,1,2021
487852,13.0,,13.0,,,1,2021
487861,382.0,,337.0,,,2,2021
487889,49.0,,49.0,,,1,2021
487898,41.0,,41.0,,,1,2021
487904,50.0,,50.0,,,1,2021
487913,19.0,,19.0,,,1,2021
487922,66.0,,66.0,,,1,2021
487959,53.0,,53.0,,,1,2021
487968,98.0,,98.0,,,1,2021
487977,1073.0,,1073.0,,,3,2021
487995,51.0,127.0,51.0,127.0,,2,2021
488004,54.0,,54.0,,,2,2021
488013,41.0,,41.0,,,1,2021
488022,66.0,,66.0,,,1,2021
488031,64.0,17.0,64.0,17.0,212.0,2,2021
488040,50.0,,50.0,,,1,2021
488059,159.0,,159.0,,,2,2021
488068,60.0,17.0,60.0,17.0,,2,2021
488077,3300.0,,3165.0,,,2,2021
488101,144.0,,144.0,,,2,2021
488110,59.0,,59.0,,,1,2021
488129,29.0,,15.0,,,1,2021
488138,72.0,,72.0,,,1,2021
488147,80.0,,80.0,,,1,2021
488174,37.0,,37.0,,,1,2021
488183,31.0,,31.0,,,1,2021
488192,48.0,,48.0,,,1,2021
488217,125.0,,125.0,,,1,2021
488226,20.0,,20.0,,,1,2021
488253,50.0,,50.0,,,1,2021
488262,40.0,,40.0,,,1,2021
488271,99.0,,99.0,,,1,2021
488280,46.0,,46.0,,,1,2021
488299,32.0,,32.0,,,1,2021
488305,92.0,,92.0,,,2,2021
488314,75.0,,75.0,,,2,2021
488332,174.0,,174.0,,,3,2021
488350,106.0,,106.0,,,2,2021
488369,57.0,,57.0,,,1,2021
488378,95.0,,95.0,,,1,2021
488387,,249.0,,249.0,,-2,2021
488396,33.0,,33.0,,,1,2021
488411,113.0,,113.0,,,1,2021
488420,99.0,,99.0,,,1,2021
488439,152.0,,152.0,,,1,2021
488448,79.0,37.0,79.0,37.0,,2,2021
488527,,71.0,,71.0,656.0,-2,2021
488554,,,,,645.0,-2,2021
488563,8.0,,8.0,,,2,2021
488572,,,,,244.0,-2,2021
488590,12.0,,12.0,,,1,2021
488651,244.0,,244.0,,,1,2021
488679,4469.0,3428.0,4469.0,3428.0,206.0,2,2021
488730,3151.0,,3151.0,,,2,2021
488749,135.0,,141.0,,,1,2021
488776,91.0,101.0,91.0,101.0,,2,2021
488785,236.0,13.0,246.0,13.0,,2,2021
488800,324.0,165.0,324.0,165.0,,2,2021
488828,20.0,,20.0,,,1,2021
488837,130.0,,130.0,,,1,2021
488846,17527.0,6690.0,17527.0,6690.0,,2,2021
488891,157.0,,157.0,,,1,2021
488907,,69.0,,52.0,,-2,2021
488916,38.0,,38.0,,,1,2021
488934,3019.0,,3019.0,,,1,2021
488952,152.0,,152.0,,,2,2021
488961,151.0,,151.0,,,2,2021
488970,112.0,,112.0,,,3,2021
488989,186.0,,186.0,,,1,2021
488998,176.0,,176.0,,,1,2021
489122,40.0,,40.0,,,1,2021
489131,51.0,,51.0,,,1,2021
489140,63.0,,63.0,,,1,2021
489159,137.0,,137.0,,,1,2021
489201,4837.0,,4837.0,,,2,2021
489238,157.0,,157.0,,,1,2021
489247,45.0,,45.0,,,1,2021
489256,215.0,,215.0,,,2,2021
489283,472.0,,472.0,,,3,2021
489335,,13.0,,13.0,,-2,2021
489344,267.0,,222.0,,,2,2021
489353,329.0,,274.0,,,2,2021
489371,219.0,,219.0,,,2,2021
489779,37702.0,11259.0,37702.0,11259.0,586.0,2,2021
489812,63.0,,63.0,,,2,2021
489830,69.0,,69.0,,,1,2021
489858,,197.0,,197.0,487.0,-2,2021
489937,505.0,319.0,505.0,319.0,40.0,2,2021
490018,17.0,,17.0,,,1,2021
490045,33.0,112.0,33.0,112.0,,2,2021
490054,788.0,,788.0,,,3,2021
490063,182.0,453.0,101.0,453.0,,2,2021
490081,51.0,65.0,51.0,65.0,,2,2021
490090,39.0,,39.0,,,1,2021
490106,,426.0,,426.0,57.0,-2,2021
490115,37.0,,37.0,,,1,2021
490124,7.0,,7.0,,,2,2021
490133,1091.0,1929.0,1091.0,1929.0,213.0,2,2021
490142,40.0,,40.0,,,1,2021
490151,52.0,,52.0,,,1,2021
490160,79.0,,79.0,,,3,2021
490197,76.0,,76.0,,,1,2021
490203,170.0,,170.0,,,2,2021
490212,19.0,,19.0,,,1,2021
490221,29.0,,29.0,,,1,2021
490230,155.0,26.0,155.0,26.0,,2,2021
490249,33.0,,33.0,,,1,2021
490258,102.0,,102.0,,,1,2021
490267,21.0,,21.0,,,1,2021
490276,89.0,,89.0,,,2,2021
490285,325.0,,325.0,,,2,2021
490294,176.0,,176.0,,,1,2021
490300,66.0,,66.0,,,1,2021
490319,40.0,,40.0,,,2,2021
490328,79.0,,79.0,,,2,2021
490337,63.0,,63.0,,,1,2021
490346,53.0,,53.0,,,2,2021
490373,,6.0,,5.0,337.0,-2,2021
490382,88.0,,88.0,,,1,2021
490391,42.0,,42.0,,,1,2021
490407,86.0,,86.0,,,1,2021
490416,34.0,,34.0,,,1,2021
490425,162.0,,162.0,,,1,2021
490434,27.0,,27.0,,,1,2021
490443,81.0,,81.0,,,1,2021
490452,63.0,,63.0,,,1,2021
490461,80.0,,80.0,,,1,2021
490470,15.0,,15.0,,,1,2021
490489,45.0,,45.0,,,1,2021
490498,25.0,,25.0,,,3,2021
490504,54.0,,54.0,,,2,2021
490513,60.0,,60.0,,,2,2021
490522,12.0,,12.0,,,1,2021
490531,34.0,,34.0,,,1,2021
490540,32.0,,32.0,,,1,2021
490559,684.0,,684.0,,,2,2021
490601,,,,,629.0,-2,2021
490674,4.0,,4.0,,,1,2021
490692,74.0,,74.0,,,1,2021
490717,92.0,,92.0,,,1,2021
490735,280.0,,153.0,,,2,2021
490744,30.0,,30.0,,,1,2021
490753,7.0,25.0,7.0,25.0,,2,2021
490805,6256.0,535.0,6256.0,535.0,1.0,2,2021
490814,209.0,,209.0,,,3,2021
490832,413.0,,413.0,,,2,2021
490841,446.0,,446.0,,,3,2021
490869,379.0,,379.0,,,2,2021
490878,438.0,,438.0,,,2,2021
490896,134.0,,134.0,,,1,2021
490948,6.0,,6.0,,,1,2021
490975,499.0,,499.0,,,2,2021
491057,238.0,,238.0,,,2,2021
491066,71.0,,71.0,,,1,2021
491075,44.0,,44.0,,,1,2021
491084,137.0,,137.0,,,1,2021
491136,96.0,,96.0,,,1,2021
491145,107.0,,107.0,,,1,2021
491181,625.0,,625.0,,,2,2021
491190,,60.0,,60.0,50.0,-2,2021
491215,77.0,,77.0,,,1,2021
491224,86.0,,86.0,,,1,2021
491233,36.0,,36.0,,,1,2021
491242,72.0,,72.0,,,1,2021
491251,63.0,,63.0,,,1,2021
491260,28.0,,28.0,,,1,2021
491288,401.0,,668.0,,,2,2021
491297,109.0,,181.0,,,2,2021
491394,94.0,,94.0,,,3,2021
491446,135.0,,135.0,,,2,2021
491464,138.0,,138.0,,,1,2021
491473,202.0,,202.0,,,1,2021
491482,41.0,,41.0,,,1,2021
491507,64.0,,64.0,,,1,2021
491525,43.0,,43.0,,,2,2021
491534,8.0,,8.0,,,1,2021
491543,65.0,,65.0,,,1,2021
491552,24.0,,24.0,,,1,2021
491570,21.0,,21.0,,,1,2021
491589,34.0,,34.0,,,1,2021
491598,18.0,,18.0,,,1,2021
491613,90.0,,90.0,,,2,2021
491622,92.0,,92.0,,,2,2021
491631,146.0,,146.0,,,2,2021
491640,171.0,,171.0,,,2,2021
491659,128.0,,128.0,,,1,2021
491668,291.0,,291.0,,,1,2021
491677,41.0,,41.0,,,1,2021
491686,74.0,,74.0,,,1,2021
491695,40.0,,40.0,,,1,2021
491701,32.0,,32.0,,,1,2021
491710,141.0,,141.0,,,2,2021
491729,38.0,,38.0,,,1,2021
491738,74.0,,74.0,,,1,2021
491747,19.0,,19.0,,,1,2021
491756,178.0,,178.0,,,1,2021
491765,103.0,,103.0,,,2,2021
491774,152.0,,152.0,,,1,2021
491783,72.0,,72.0,,,1,2021
491792,162.0,,162.0,,,1,2021
491808,,40.0,,40.0,66.0,-2,2021
491817,263.0,,263.0,,,2,2021
491826,108.0,,108.0,,,1,2021
491835,109.0,,109.0,,,1,2021
491844,63.0,,63.0,,,2,2021
491853,45.0,,45.0,,,1,2021
491871,20.0,,20.0,,,1,2021
491880,102.0,,102.0,,,1,2021
491899,95.0,,95.0,,,1,2021
491905,150.0,,150.0,,,1,2021
491914,180.0,,180.0,,,2,2021
491923,164.0,,164.0,,,1,2021
491932,37.0,,37.0,,,1,2021
491941,166.0,,166.0,,,2,2021
491950,391.0,,391.0,,,1,2021
491969,20.0,,20.0,,,1,2021
491978,37.0,,26.0,,,1,2021
491996,74.0,,74.0,,,1,2021
492005,46.0,,46.0,,,1,2021
492032,29.0,,29.0,,,1,2021
492069,63.0,,63.0,,,2,2021
492078,50.0,,50.0,,,1,2021
492087,,1.0,,1.0,,-2,2021
492096,15.0,,15.0,,,1,2021
492139,93.0,,93.0,,,1,2021
492157,123.0,,123.0,,,1,2021
492209,,17.0,,17.0,,-2,2021
492281,54.0,,54.0,,,1,2021
492306,17.0,,17.0,,,1,2021
492315,7.0,,7.0,,,1,2021
492324,46.0,,46.0,,,1,2021
492360,37.0,,37.0,,,1,2021
492379,16.0,,16.0,,,1,2021
492421,9.0,,9.0,,,1,2021
492449,668.0,,668.0,,,3,2021
492476,158.0,,158.0,,,2,2021
492591,80.0,,80.0,,,1,2021
492607,,53.0,,53.0,16.0,-2,2021
492643,70.0,,70.0,,,1,2021
492652,52.0,,52.0,,,1,2021
492661,257.0,,257.0,,,1,2021
492689,365.0,46.0,457.0,62.0,427.0,2,2021
492704,,60.0,,60.0,92.0,-2,2021
492722,389.0,,389.0,,,2,2021
492731,145.0,,145.0,,,1,2021
492759,305.0,,254.0,,,2,2021
492801,839.0,,839.0,,,2,2021
492935,137.0,,137.0,,,1,2021
492953,70.0,,70.0,,,1,2021
492962,2306.0,,2306.0,,,2,2021
493071,482.0,,694.0,,,1,2021
493080,214.0,,214.0,,,1,2021
493132,1106.0,,1106.0,,,2,2021
493150,150.0,,150.0,,,1,2021
493363,11.0,32.0,18.0,64.0,0.0,2,2021
493372,31.0,,34.0,,,1,2021
493451,195.0,,195.0,,,3,2021
493479,10.0,,10.0,,,3,2021
493488,16.0,,16.0,,,2,2021
493497,10.0,,10.0,,,1,2021
493503,17.0,,17.0,,,1,2021
493512,211.0,6.0,211.0,6.0,,2,2021
493521,1.0,,1.0,,,2,2021
493530,58.0,,58.0,,,1,2021
493549,58.0,,58.0,,,1,2021
493558,13.0,,13.0,,,1,2021
493567,53.0,,53.0,,,1,2021
493576,18.0,,18.0,,,1,2021
493585,39.0,,39.0,,,1,2021
493594,40.0,,40.0,,,2,2021
493600,174.0,,174.0,,,2,2021
493619,17.0,,17.0,,,2,2021
493628,67.0,,67.0,,,1,2021
493637,59.0,,59.0,,,1,2021
493646,198.0,,198.0,,,2,2021
493655,43.0,,43.0,,,1,2021
493664,78.0,,78.0,,,2,2021
493673,,96.0,,96.0,,-2,2021
493682,73.0,,73.0,,,3,2021
493691,31.0,,31.0,,,1,2021
493707,89.0,,89.0,,,2,2021
493716,95.0,,95.0,,,2,2021
493725,462.0,,661.0,,,2,2021
493734,12.0,,12.0,,,1,2021
493743,214.0,,214.0,,,1,2021
493752,13.0,,13.0,,,1,2021
493761,191.0,,191.0,,,1,2021
493770,30.0,,30.0,,,1,2021
493789,67.0,,67.0,,,1,2021
493798,127.0,,127.0,,,2,2021
493804,95.0,,95.0,,,1,2021
493813,180.0,,180.0,,,1,2021
493822,127.0,,127.0,,,2,2021
493831,36.0,,36.0,,,1,2021
493868,79.0,,79.0,,,1,2021
493895,42.0,219.0,42.0,219.0,,2,2021
493910,12.0,,12.0,,,1,2021
493947,,,,,478.0,-2,2021
493992,511.0,,511.0,,,1,2021
494001,75.0,,75.0,,,1,2021
494010,,61.0,,61.0,9.0,-2,2021
494029,21.0,,21.0,,,1,2021
494162,182.0,,182.0,,,2,2021
494171,1000.0,,1000.0,,,2,2021
494232,90.0,,90.0,,,1,2021
494250,259.0,,259.0,,,2,2021
494269,27.0,,27.0,,,2,2021
494278,177.0,,177.0,,,2,2021
494287,304.0,,304.0,,,2,2021
494357,1277.0,,1277.0,,,2,2021
494436,449.0,,449.0,,,2,2021
494463,296.0,,296.0,,,1,2021
494472,16.0,,16.0,,,1,2021
494524,116.0,,116.0,,,1,2021
494551,,19.0,,19.0,,-2,2021
494588,251.0,,251.0,,,3,2021
494597,62.0,17.0,62.0,17.0,,2,2021
494603,326.0,1228.0,326.0,1228.0,,2,2021
494621,31.0,11.0,31.0,11.0,,1,2021
494630,34.0,,34.0,,,2,2021
494649,37.0,,37.0,,,1,2021
494658,19.0,,19.0,,,1,2021
494685,337.0,,337.0,,,2,2021
494694,62.0,,62.0,,,1,2021
494700,67.0,,67.0,,,1,2021
494719,51.0,,51.0,,,1,2021
494728,46.0,,46.0,,,1,2021
494737,146.0,,146.0,,,2,2021
494746,213.0,,213.0,,,3,2021
494755,84.0,,84.0,,,3,2021
494764,273.0,,273.0,,,2,2021
494807,64.0,193.0,64.0,193.0,332.0,2,2021
494843,1158.0,,1158.0,,,2,2021
494852,769.0,,769.0,,,2,2021
494898,137.0,,137.0,,,2,2021
494904,113.0,,113.0,,,1,2021
494940,,16.0,,16.0,,-2,2021
494959,55.0,,55.0,,,2,2021
494977,80.0,,80.0,,,1,2021
494986,49.0,,49.0,,,2,2021
494995,20.0,,20.0,,,1,2021
495013,115.0,,115.0,,,1,2021
495031,82.0,,82.0,,,2,2021
495040,66.0,,66.0,,,1,2021
495059,70.0,,70.0,,,2,2021
495077,27.0,,27.0,,,1,2021
495101,41.0,,41.0,,,1,2021
495110,27.0,,19.0,,,2,2021
495129,72.0,,72.0,,,1,2021
495138,11.0,,11.0,,,1,2021
495147,30.0,,30.0,,,2,2021
495165,31.0,,31.0,,,1,2021
495174,24.0,,24.0,,,1,2021
495183,89.0,,89.0,,,3,2021
495192,,294.0,,294.0,,-2,2021
495208,30.0,,20.0,,,1,2021
495217,29.0,,29.0,,,1,2021
495226,4.0,,4.0,,,1,2021
495235,10.0,,10.0,,,1,2021
495244,38.0,,38.0,,,1,2021
495253,33.0,,34.0,,,1,2021
495262,19.0,,19.0,,,1,2021
495271,22.0,,22.0,,,2,2021
495280,20.0,,20.0,,,2,2021
495299,14.0,,14.0,,,1,2021
495305,69.0,,69.0,,,1,2021
495314,,,,,273.0,-2,2021
495341,52.0,,52.0,,,1,2021
495350,23.0,,23.0,,,1,2021
495369,93.0,,93.0,,,1,2021
495378,79.0,,79.0,,,1,2021
495387,23.0,,23.0,,,1,2021
495396,22.0,,22.0,,,1,2021
495411,182.0,,182.0,,,1,2021
